This Twitter Feed is Recording for this Bounding Box (sw long, sw lat, ne long, ne lat)   35.9, 33.1, 37.4, 36.3Starting at this date and time  Fri Nov 04 2016 08:34:50 GMT-0400 (Eastern Daylight Time)
Screen Name, Tweet Content, Tweet Time, User Location, Coordinates, Tweet Place
"almehwar_news","#الأردن
#عاجل🔴

قتلى وجرحى أجانب في تبادل لإطلاق النار عند قاعدة #الجفر جنوب العاصمة #عمان (قناة العربية)","Fri Nov 04 12:36:18 +0000 2016","دمشق","null","Syrian Arab Republic"
"Mamoonanshasi","العسكري ابن عشيرة والأجنبيين أمريكيين . وحلها اذا بتحلها","Fri Nov 04 12:36:19 +0000 2016","+962","null","Hashemite Kingdom of Jordan"
"LauryHaytayan","Low gas prices clog pipeline projects, EastMed’s Leviathan  via New Europe https://t.co/RyX9JZdVYl","Fri Nov 04 12:36:25 +0000 2016","Lebanon & virtually everywhere","null","Lebanon"
"ahedimmortal","Just posted a photo @ كفرسوسة/شام ستي سنتر https://t.co/aZwQpIrSDg","Fri Nov 04 12:36:25 +0000 2016","Syria","[object Object]","Syrian Arab Republic"
"rassednews","#الأردن: قتلى وجرحى أجانب في تبادل اطلاق نار بقاعدة الجفر العسكرية جنوب العاصمة الأردنية  #عمّان","Fri Nov 04 12:36:31 +0000 2016","Lebanon","null","Lebanon"
"jalal_jamal","#BDLA16 https://t.co/elsTXgVMSp","Fri Nov 04 12:36:43 +0000 2016","null","null","Lebanon"
"bishosy","Joining #bdla2016 with @amjadkassem_hp #innovation with @montymunford &amp;@mikebutcher","Fri Nov 04 12:36:43 +0000 2016","Lebanon","null","Lebanon"
"Sycorox","@banyosuyu işte onu birazcık illegal yöntemle halledebilmis bir kiz dur yollayayim
https://t.co/Duh7foCHBU","Fri Nov 04 12:36:48 +0000 2016","Hlavní město Praha, Česká repu","null","Türkiye"
"gurselozcan","@HDPgenelmerkezi ag ermeni tohumları!!!!","Fri Nov 04 12:36:53 +0000 2016"," Erzurum","null","Türkiye"
"fuldenaksu","Benzin, mazot, tiner kokusu bağımlılık yapmaz dimi?😣","Fri Nov 04 12:37:09 +0000 2016","Türkiye","null","Türkiye"
"royalhaircenter","كن أكثر جاذبية مع #رويال_هير
 للتواصل00905353208585
#لماذا_نصمت #اربح_iphone7_مع_العبداللطيف_5 #زد_رصيدك20 #تركيا https://t.co/MRAsAIKa11","Fri Nov 04 12:37:09 +0000 2016","تركيا / اسطنبول","null","المملكة الأردنية الهاشمية"
"brettking","@GeetuGeetub excellent","Fri Nov 04 12:37:23 +0000 2016","New York + 30,000 feet","null","Lebanon"
"gurselozcan","@HDPgenelmerkezi götünü pkk`ya dayayanların götüne DEVLET dayandı... olay bitmiştir.ag ermenileri","Fri Nov 04 12:37:38 +0000 2016"," Erzurum","null","Türkiye"
"royalhaircenter","شعرك الأفضل مع #رويال_هير
 للتواصل00905353208585
#زراعة_الشعر #اربح_iphone7_مع_العبداللطيف_5 #زد_رصيدك20 #تركيا #رجل https://t.co/L9h5DmXBq8","Fri Nov 04 12:37:38 +0000 2016","تركيا / اسطنبول","null","المملكة الأردنية الهاشمية"
"leilafarhatt","@najwakaram alla ykun ma3ekk w alla wyaf2ek😭😭😍😍","Fri Nov 04 12:37:39 +0000 2016","Beirut-lebanon","null","Lebanon"
"Hass4n_","@Wajd_225 @Nadjib__FCB الي صوتو ناكرين للجميل، وبس يرجع الدون لمستواه بتلاقيهُن اول ناس بيشجعو فيه.","Fri Nov 04 12:37:49 +0000 2016","Beirut - Abu Dhabi","null","Lebanon"
"JustineSpectra","I told someone I was from Atlanta and he said " I got broads in Atlanta" I'm dead 😂","Fri Nov 04 12:37:56 +0000 2016","Plane or Meeting or Pitching ","null","Lebanon"
"neyyir_efran","@ShawnMendes   I must say I am a Turk who lives in Turkey","Fri Nov 04 12:37:57 +0000 2016","null","null","Türkiye"
"royalhaircenter","ودع #الصلع للأبد مع #رويال_هير
 للتواصل00905353208585
#زراعة_الشعر #اربح_iphone7_مع_العبداللطيف_5 #زد_رصيدك20 #تركيا https://t.co/JiG3X4V0kQ","Fri Nov 04 12:38:02 +0000 2016","تركيا / اسطنبول","null","المملكة الأردنية الهاشمية"
"YoulaAnis","@TonyissaActor  @SAlqousy @Fans_TonyIssa hayda tony mesh rah yerhmna mn jamelo lyom 😍😍","Fri Nov 04 12:38:16 +0000 2016","Syria","null","Syria"
"rassednews","#لبنان : الجولة الأولى من الإستشارات النيابية في مجلس النواب إنتهت وغادر #الحريري ساحة النجمة
@saadhariri https://t.co/38cOG7AuXH","Fri Nov 04 12:38:21 +0000 2016","Lebanon","null","Lebanon"
"NoorMoh189","@wissemayass بس جزائري اغلبه بدنا شرقي مثل برنامج سفاري كمان برنامج ثاني","Fri Nov 04 12:38:22 +0000 2016","Hashemite Kingdom of Jordan","null","Hashemite Kingdom of Jordan"
"3ishbeirut","At Mar Rokouz @CivilDefenseLB @LebISF https://t.co/GJJLMTF2Jv","Fri Nov 04 12:38:26 +0000 2016","Beirut","null","Lebanon"
"leilafarhatt","@najwakaram ya rayt be2dar e7daraa lal 7aflee😭","Fri Nov 04 12:38:27 +0000 2016","Beirut-lebanon","null","Lebanon"
"royalhaircenter","أفضل عمليات #زراعة_الشعر مع #رويال_هير
 للتواصل00905353208585
#اربح_iphone7_مع_العبداللطيف_5 #زد_رصيدك20 #صلع #تركيا https://t.co/iIyQBVuax4","Fri Nov 04 12:38:32 +0000 2016","تركيا / اسطنبول","null","المملكة الأردنية الهاشمية"
"Ant137","Zahlé the city of wine and poetry! 🇱🇧 @ Zahlé, Lebanon https://t.co/pNV9dB0Dhi","Fri Nov 04 12:38:38 +0000 2016","33.874122,35.943906","[object Object]","Lebanon"
"MayanMsaed","Reminded me of alex saying to eve im in "bahobbak" with you. &amp; douaa &amp; i both swooned","Fri Nov 04 12:38:45 +0000 2016","Lebanon","null","Lebanon"
"almanarnews","مقتل مدربين أميركيين اثنين في اطلاق نار بمدخل قاعدة عسكرية جنوب الأردن (ا ف ب)","Fri Nov 04 12:38:49 +0000 2016","Beirut, Lebanon","[object Object]","Lebanon"
"royalhaircenter","ودع #تساقط_الشعر مع #رويال_هير
 للتواصل00905353208585
#اربح_iphone7_مع_العبداللطيف_5 #زد_رصيدك20 #صلع #اسطنبول #رجل https://t.co/RhZYZnsrDB","Fri Nov 04 12:38:55 +0000 2016","تركيا / اسطنبول","null","المملكة الأردنية الهاشمية"
"NoorMoh189","@wissemayass  بدي اسالك الهم صفحه على الفيس قناة سميرة؟","Fri Nov 04 12:39:13 +0000 2016","Hashemite Kingdom of Jordan","null","Hashemite Kingdom of Jordan"
"JohnAntonios",""Ideas are only the starting point for an entrepreneur, vision and empathy are the true force behind innovation" ~ @briansolis #BDLA16","Fri Nov 04 12:39:25 +0000 2016","Lebanon","null","Lebanon"
"almehwar_news","#الأردن
#عاجل🔴

مقتل مدربين أمريكيين على بوابة قاعدة الأمير فيصل الجوية قرب العاصمة الأردنية(وكالة الأنباء الأردنية الرسمية)","Fri Nov 04 12:39:27 +0000 2016","دمشق","null","Syrian Arab Republic"
"ALJADEEDNEWS","مقتل مدربين اميركيين اثنين في اطلاق نار بمدخل قاعدة عسكرية جنوب الاردن","Fri Nov 04 12:39:28 +0000 2016","Beirut, Lebanon","null","Lebanon"
"ahedimmortal","Just posted a photo @ كفرسوسة/شام ستي سنتر https://t.co/EuqQOEkq9i","Fri Nov 04 12:39:34 +0000 2016","Syria","[object Object]","Syrian Arab Republic"
"PetraBarran","Lunch in the mountains after a gentle hike. Some rough sherry type drink with it was banging 🍷 @… https://t.co/tifkUMATLz","Fri Nov 04 12:39:40 +0000 2016","London","[object Object]","Lebanon"
"ahedimmortal","Mountains Of Might @ اللاذقيه -سوريا https://t.co/cD21MlIxg8","Fri Nov 04 12:39:46 +0000 2016","Syria","[object Object]","Syrian Arab Republic"
"nouma_ahmar","@najwakaram Wish u a safe journey 🙏💕","Fri Nov 04 12:40:03 +0000 2016","Lattakia, Syria","null","Syria"
"Almustaqbal",""الصحة" أصدرت التقرير الاسبوعي بالقرارات والاجراءات
https://t.co/tbn0bOAbbm","Fri Nov 04 12:40:15 +0000 2016","Lebanon","null","Lebanon"
"RadicalLU","@Farfahinne thank you :)","Fri Nov 04 12:40:28 +0000 2016","Lebanese University","null","Lebanon"
"ghantous44","#فاطمة_حمزة تصرخ وامعتصماه.... يا حسين... يا زينب..","Fri Nov 04 12:40:40 +0000 2016","tripoli lebanon","null","Lebanon"
"Mamoonanshasi","@sheeshany امين امين","Fri Nov 04 12:40:47 +0000 2016","+962","null","Hashemite Kingdom of Jordan"
"nouma_ahmar","@najwakaram enjoy ur time &amp; Take care of urself honey 😘💗","Fri Nov 04 12:40:53 +0000 2016","Lattakia, Syria","null","Syria"
"medoahmed21","حكم العسكر باختصار: ( تمام يفندم) 
...وهي خرابة","Fri Nov 04 12:41:13 +0000 2016","null","null","Türkiye"
"TanyaKasim","@JamilaHanan OMG! Poor man &amp; his wife! 😢😠","Fri Nov 04 12:41:20 +0000 2016","Jordan","null","Hashemite Kingdom of Jordan"
"AnneBerdilla","Kinakabahan nakooo! Pero tiwala lang!! https://t.co/fDbcK4sXSI","Fri Nov 04 12:41:20 +0000 2016","Lebanon","null","Lebanon"
"brettking","@Chris_Skinner very amusing. I'll ask Woz for a comment on your humor later tonight","Fri Nov 04 12:41:25 +0000 2016","New York + 30,000 feet","null","Lebanon"
"neyyir_efran","@ShawnMendes  I'm a Turkish girl who lives in Turkey","Fri Nov 04 12:41:29 +0000 2016","null","null","Türkiye"
"safi_shadia","@alsinani35 ههههههه هههههههه اذا هذا واطي قاتل أطفال اليمن. أسد كتير عليه لقب.خنزير يليق به. https://t.co/o9FVv643Lo","Fri Nov 04 12:41:34 +0000 2016","null","null","Lebanon"
"Hayat_Fm","مقتل وجرح مدربين اميركيين وإصابة ضابط اردني بتبادل اطلاق نار على قاعدة #الجفر

#اخبار_حياة https://t.co/aQ4mBpZAst","Fri Nov 04 12:41:39 +0000 2016","#Jordan الاردن#","null","Hashemite Kingdom of Jordan"
"fuldenaksu","Benzin, mazot, tiner, çakmak gazı kokusu falan bağımlılık yapmaz dimi?😂","Fri Nov 04 12:41:46 +0000 2016","Türkiye","null","Türkiye"
"CurlyInRed","@JesusChrist1923 ok","Fri Nov 04 12:42:02 +0000 2016","Şişli, İstanbul","null","Turkey"
"ALJADEEDNEWS","توقيف 4 أشخاص في الضاحية الجنوبية
https://t.co/M8F88oFlhd https://t.co/YYPXy470eY","Fri Nov 04 12:42:05 +0000 2016","Beirut, Lebanon","null","Lebanon"
"Hasoon_Ch","@an410x lol Morning?","Fri Nov 04 12:42:10 +0000 2016","Lebanon-Kwt ","null","لبنان"
"muratgunes_","#SonDakika: Nursel Aydoğan ve Leyla Birlik tutuklandı.","Fri Nov 04 12:42:24 +0000 2016","İstanbul, Türkiye","null","Türkiye"
"sawtlebnan","وكالة الأنباء الأردنية: مقتل مدربين أمريكيين في إطلاق النار عند قاعدة عسكرية في الجفر","Fri Nov 04 12:42:30 +0000 2016","Ashrafieh-Beirut 100.5 FM","null","Lebanon"
"fevziates3","@IzEadt muy buenos dias bebeğim","Fri Nov 04 12:42:30 +0000 2016","null","null","Türkiye"
"neyyir_efran","@ShawnMendes  I love you","Fri Nov 04 12:42:36 +0000 2016","null","null","Türkiye"
"turkyepost","الحياة في #الأناضول
#تركيا_بوست https://t.co/UkCnrPy6fO","Fri Nov 04 12:42:49 +0000 2016","تركيا","null","Turkey"
"rassednews","#الأردن -  الجيش الأردني:  مقتل مدربين أميركيين 2 في إطلاق نار بمدخل قاعدة عسكرية جنوب العاصمة الأردنية","Fri Nov 04 12:42:52 +0000 2016","Lebanon","null","Lebanon"
"NoorMoh189","@wissemayass  اه بتابعه وبتابع برامج ثانيه كثير بختلف الاكل الجزائري عن الاكل الفلسطيني اتعرف على اكلات كثيره جزائريه","Fri Nov 04 12:42:53 +0000 2016","Hashemite Kingdom of Jordan","null","Hashemite Kingdom of Jordan"
"almanarnews","هل تراجعت تونس عن إنقاذ الصحافة الورقية❓ https://t.co/uGRHwlBhN2
#صفحات_منوعة https://t.co/OkAvhQYIlb","Fri Nov 04 12:42:54 +0000 2016","Beirut, Lebanon","[object Object]","Lebanon"
"fevziates3","@IzEadt esta sera un buen dia","Fri Nov 04 12:42:56 +0000 2016","null","null","Türkiye"
"12Melhim","https://t.co/hcoHc5dTQP","Fri Nov 04 12:43:07 +0000 2016","null","null","Lebanon"
"fevziates3","@IzEadt feliz viernes","Fri Nov 04 12:43:10 +0000 2016","null","null","Türkiye"
"NoorMoh189","@wissemayass  اعطيني اسمها ازا ممكن؟","Fri Nov 04 12:43:15 +0000 2016","Hashemite Kingdom of Jordan","null","Hashemite Kingdom of Jordan"
"YoulaAnis","@NassifZeytoun 💖💖 #NassifZeytoun https://t.co/rgpn0NPkh8","Fri Nov 04 12:43:19 +0000 2016","Syria","null","Syria"
"fevziates3","@IzEadt feliz fin de semana","Fri Nov 04 12:43:29 +0000 2016","null","null","Türkiye"
"Ulasrebel","T Genel Müdürü Besim Şişman: "Önümüzdeki dönem Barbaros gemisiyle  Kıbrıs açıklarında ciddi bir sismik çalışmamız olacak.."","Fri Nov 04 12:43:30 +0000 2016","Cyprus","null","Turkey"
"12Melhim","https://t.co/Y9kpq819Jt","Fri Nov 04 12:43:33 +0000 2016","null","null","Lebanon"
"rassednews","#لبنان - رئيس الحكومة  #تمام_سلام بعد لقائه سعد الحريري:  أجواء التأليف ايجابية","Fri Nov 04 12:43:45 +0000 2016","Lebanon","null","Lebanon"
"12Melhim","https://t.co/fWSD32Xek1","Fri Nov 04 12:43:49 +0000 2016","null","null","Lebanon"
"bukalemunum1","@SertacKayar_ HDP'li milletvekilleri Leyla Birlik ile Nursel Aydoğan da sevk edildikleri mahkemece tutuklandı.","Fri Nov 04 12:43:51 +0000 2016","ankara","null","Türkiye"
"neyyir_efran","@ShawnMendes I love you so much","Fri Nov 04 12:43:55 +0000 2016","null","null","Türkiye"
"fevziates3","@IzEadt muchas gracias","Fri Nov 04 12:43:56 +0000 2016","null","null","Türkiye"
"fevziates3","@IzEadt gracias a ti","Fri Nov 04 12:44:09 +0000 2016","null","null","Türkiye"
"rassednews","السجن 3 الى 6 أشهر لأشخاص هاجموا السفارة السعودية في #طهران","Fri Nov 04 12:44:10 +0000 2016","Lebanon","null","Lebanon"
"12Melhim","https://t.co/QgugAumPn1","Fri Nov 04 12:44:24 +0000 2016","null","null","Lebanon"
"fevziates3","@IzEadt @tonijua37 @Iznhir @RizzoGigirz58 @locodeltt @BenedictoLozano @konventski @reyortega20014 @FrancoisNED69 hello friends","Fri Nov 04 12:44:29 +0000 2016","null","null","Türkiye"
"fevziates3","@IzEadt @tonijua37 @Iznhir @RizzoGigirz58 @locodeltt @BenedictoLozano @konventski @reyortega20014 @FrancoisNED69 good morning","Fri Nov 04 12:44:41 +0000 2016","null","null","Türkiye"
"12Melhim","https://t.co/YsoBQNMa7H","Fri Nov 04 12:44:50 +0000 2016","null","null","Lebanon"
"fevziates3","@IzEadt @tonijua37 @Iznhir @RizzoGigirz58 @locodeltt @BenedictoLozano @konventski @reyortega20014 @FrancoisNED69 happy day","Fri Nov 04 12:44:55 +0000 2016","null","null","Türkiye"
"rassednews","#الأردن - مصدر عسكري اردني: سيارة المدربين الأميركيين لم تمتثل لأوامر حرس البوابة بالتوقف","Fri Nov 04 12:45:01 +0000 2016","Lebanon","null","Lebanon"
"LauryHaytayan","Exclusive: Saudis threaten to raise oil output again as sparring with Iran returns https://t.co/FgO26O3ESA via @Reuters","Fri Nov 04 12:45:04 +0000 2016","Lebanon & virtually everywhere","null","Lebanon"
"Almustaqbal","مخزومي بحث الاوضاع مع كاغ وسفيري #أميركا وبريطانيا
https://t.co/ahgM5KzQgs","Fri Nov 04 12:45:05 +0000 2016","Lebanon","null","Lebanon"
"fevziates3","@IzEadt @tonijua37 @Iznhir @RizzoGigirz58 @locodeltt @BenedictoLozano @konventski @reyortega20014 @FrancoisNED69 happy weekend","Fri Nov 04 12:45:14 +0000 2016","null","null","Türkiye"
"bukalemunum1","HDP'li milletvekilleri Leyla Birlik ile Nursel Aydoğan da sevk edildikleri mahkemece tutuklandı.","Fri Nov 04 12:45:17 +0000 2016","ankara","null","Türkiye"
"Ulasrebel","TP Genel Müdürü Besim Şişman: "Sismik çalışmaların bitiminden sonra Akdeniz'de Kıbrıs açıklarında da yeni bir kuyu açabiliriz."","Fri Nov 04 12:45:17 +0000 2016","Cyprus","null","Turkey"
"hania_sd","Listened to #SteveWozniak today @BDLaccelerate #BDLA16 https://t.co/j4k7VKf2jt","Fri Nov 04 12:45:26 +0000 2016","Lebanon","null","Lebanon"
"jimmyghazal","https://t.co/BeVvJyprjP","Fri Nov 04 12:45:35 +0000 2016","Lebanon","null","Lebanon"
"neyyir_efran","@ShawnMendes  now I'm so ashamed","Fri Nov 04 12:46:03 +0000 2016","null","null","Türkiye"
"youssefswaidan","و لا خلوةُ الا قومٍ احدثهم 
الا و انت حديثي بين جلَّاسي","Fri Nov 04 12:46:04 +0000 2016","Lebanon","null","Lebanon"
"fevziates3","@tonijua37 @IzEadt @Iznhir @RizzoGigirz58 @locodeltt @BenedictoLozano @konventski @reyortega20014 @FrancoisNED69 good morning friends","Fri Nov 04 12:46:08 +0000 2016","null","null","Türkiye"
"IntEdwin","Que despilfarro #SantosMitomano, @JuanManSantos, No le da vergüenza. Con tantos desfalcos que tiene a mi Colombia?… https://t.co/Yl4HyBUtup","Fri Nov 04 12:46:09 +0000 2016","Siria","null","Siria"
"fevziates3","@tonijua37 @IzEadt @Iznhir @RizzoGigirz58 @locodeltt @BenedictoLozano @konventski @reyortega20014 @FrancoisNED69 happy day","Fri Nov 04 12:46:21 +0000 2016","null","null","Türkiye"
"hassanifawaz","نقسم بجمال لبنان وجباله بجنوبه وشرقه وشماله بشمسه لدى الغروب في البحر وباشراقتها المطلة من الجبل .. https://t.co/w1HRJ4U5XI","Fri Nov 04 12:46:32 +0000 2016","تبنين - جنوب لبنان","null","Lebanon"
"pathstomath","Thanks @teachmiddleeast giving opportunity to share "5 Way to Make Math lessons unforgettable" https://t.co/Oi5XC0rmlN @edu_EEF @MALliitto","Fri Nov 04 12:46:38 +0000 2016","NYC - Helsinki","null","Turkey"
"ghantous44","@ShadaS 
في ظل قوانين الأحوال الشخصية....مستحيل","Fri Nov 04 12:46:49 +0000 2016","tripoli lebanon","null","Lebanon"
"fevziates3","@insaurraldeh @IzEadt @Iznhir @MichaelNike8 @RoaYovanny @FuentesGuty @mychoice2you @cchallapower @parentsworships linda feliz viernes","Fri Nov 04 12:46:56 +0000 2016","null","null","Türkiye"
"zena19050949","@datfastboi  yes","Fri Nov 04 12:47:02 +0000 2016","المملكة الأردنية الهاشمية","null","المملكة الأردنية الهاشمية"
"fevziates3","@IzEadt @rcgc1962 @Iznhir @Deiphos81 @PMGR1960 @Blue_Velvet_50 @LEONARDO195511 @my_wonderwoman @CarlaPillco @JhlMd81 buenos dias a todos","Fri Nov 04 12:47:27 +0000 2016","null","null","Türkiye"
"fevziates3","@IzEadt @rcgc1962 @Iznhir @Deiphos81 @PMGR1960 @Blue_Velvet_50 @LEONARDO195511 @my_wonderwoman @CarlaPillco @JhlMd81 buen dia a todos","Fri Nov 04 12:47:40 +0000 2016","null","null","Türkiye"
"Cathy919","Totoo #KissMayIsReal https://t.co/L9ElIA8Jxr","Fri Nov 04 12:47:46 +0000 2016","Lebanon","null","Lebanon"
"HommeJoni","https://t.co/vEZlCLLyeM","Fri Nov 04 12:47:49 +0000 2016","Lebanon","null","Lebanon"
"rassednews","كرامي : نبارك للرئيس الحريري والمطلوب من هذه الحكومة 3 أمور | Rassed https://t.co/CUMmvSMRSO https://t.co/mAVX2d5Nn8","Fri Nov 04 12:47:50 +0000 2016","Lebanon","null","Lebanon"
"fevziates3","@IzEadt @rcgc1962 @Iznhir @Deiphos81 @PMGR1960 @Blue_Velvet_50 @LEONARDO195511 @my_wonderwoman @CarlaPillco @JhlMd81 linda feliz viernes","Fri Nov 04 12:47:56 +0000 2016","null","null","Türkiye"
"bursatvcomtr","DİYARBAKIR'DA VATANDAŞLARIN YARALARI SARILACAK!
https://t.co/gseDLIW3QG https://t.co/0HLdGm7s44","Fri Nov 04 12:47:58 +0000 2016","Bursa / Türkiye","null","Türkiye"
"Mamoonanshasi","@FQdais 1.6k retweets . i want your signature farah","Fri Nov 04 12:48:00 +0000 2016","+962","null","Hashemite Kingdom of Jordan"
"neyyir_efran","@ShawnMendes  I must say I'm very shy","Fri Nov 04 12:48:05 +0000 2016","null","null","Türkiye"
"ONURBJKAskeri","@SupurMell Seçim'le Gelen Seçim'le Gider Lafı PKK'lı Piçler İçin Değil Milletvekili İçin Sikerler Öyle İş'i!","Fri Nov 04 12:48:08 +0000 2016","Turkey İstanbul","null","Türkiye"
"kanaanrimo","عهد من العهد إننا على العهد. يا نصر الله https://t.co/SQujTAHJnb","Fri Nov 04 12:48:10 +0000 2016","null","[object Object]","Lebanon"
"almanarnews","حجب مواقع التواصل الاجتماعي في تركيا https://t.co/LIV79j7Pcx
#عربي_وإقليمي https://t.co/kvsHbY8JXZ","Fri Nov 04 12:48:15 +0000 2016","Beirut, Lebanon","[object Object]","Lebanon"
"Hass4n_","@Wajd_225 @Nadjib__FCB الدون هو وبأسواء حالاتو مؤثر، لاعب ب ثقل الدون ما بينتهي ب العمر هيدا ورح يضل يعطي لعمر ال ٤٠ ماكسيموم","Fri Nov 04 12:48:23 +0000 2016","Beirut - Abu Dhabi","null","Lebanon"
"fevziates3","@rcgc1962 @IzEadt @Iznhir @Deiphos81 @PMGR1960 @Blue_Velvet_50 @LEONARDO195511 @my_wonderwoman @CarlaPillco @JhlMd81 good morning","Fri Nov 04 12:48:26 +0000 2016","null","null","Türkiye"
"rassednews","قيادة الجيش : ورق معادٍ خرق المياه الإقليمية مقابل رأس الناقورة | Rassed https://t.co/hQ2TxvBavZ https://t.co/P1TOKNnQbe","Fri Nov 04 12:48:31 +0000 2016","Lebanon","null","Lebanon"
"fevziates3","@rcgc1962 @IzEadt @Iznhir @Deiphos81 @PMGR1960 @Blue_Velvet_50 @LEONARDO195511 @my_wonderwoman @CarlaPillco @JhlMd81 happy day","Fri Nov 04 12:48:40 +0000 2016","null","null","Türkiye"
"abidi3388","@Lyynnn97 حيطة او سيارة او بيت .... الخ","Fri Nov 04 12:48:47 +0000 2016","Riyadh, Amman","null","Hashemite Kingdom of Jordan"
"CharbelSammour","@chanklish Ma fi shak✨","Fri Nov 04 12:48:59 +0000 2016","Lebanon","null","Lebanon"
"bc05785","@Mounib003 وفي المقابل لماذا لم يتم استئناف القرار ومن ثم اذا ثبت تمييزه هناك خلل ايضا من قبل محامي الدفاع 
في الاصول الاجرائية للمحاكمة","Fri Nov 04 12:49:04 +0000 2016","null","null","لبنان"
"fevziates3","@guillermocitybe @IzEadt @Iznhir @MGWV1OO @Cantero9Vega @SamEADT @canito_T @arroyo_alvarez @SIL_SPADAFORA_2 good morning","Fri Nov 04 12:49:09 +0000 2016","null","null","Türkiye"
"EkherElAkhbar","طليس نفى فك الاعتصام امام مراكز المعاينة..والمواطن الضحية !! 
اقرأ المزيد:https://t.co/vNh5od20kr https://t.co/SKkovLjTFT","Fri Nov 04 12:49:16 +0000 2016","Beirut, Lebanon","null","Lebanon"
"ALJADEEDNEWS","وكالة الانباء الاردنية: سيارة المدربين الأميركيين لم تتوقف أمام بوابة القاعدة العسكرية امتثالا لأوامر الحراس ما أدى لاطلاق النار عليها","Fri Nov 04 12:49:25 +0000 2016","Beirut, Lebanon","null","Lebanon"
"MarieJoeRaidy","#BDLA16 #BDLaccelerate with #mybro https://t.co/jy6UTWpxhP","Fri Nov 04 12:49:29 +0000 2016","Île-de-France, France","null","Lebanon"
"fevziates3","@rcgc1962 @IzEadt @Iznhir @jrpereira007 @MdShagar13 @EbookLiaRocha @MichelPascual2 @SaraBrisola @wwwselimxxx buenos dias a todos","Fri Nov 04 12:49:37 +0000 2016","null","null","Türkiye"
"HIRAETHFRANTA","@frantasticCal OHNMY GOD SHAHSHSHAHAH","Fri Nov 04 12:49:42 +0000 2016","danny","null","Lebanon"
"youssefswaidan","لو قدرتُ على الأتيانِ منكمُ
سعيً على الوجه او مشياً على رأس","Fri Nov 04 12:49:44 +0000 2016","Lebanon","null","Lebanon"
"fevziates3","@rcgc1962 @IzEadt @Iznhir @jrpereira007 @MdShagar13 @EbookLiaRocha @MichelPascual2 @SaraBrisola @wwwselimxxx feliz viernes","Fri Nov 04 12:49:52 +0000 2016","null","null","Türkiye"
"HommeJoni","https://t.co/lRWBMq1Smn","Fri Nov 04 12:50:05 +0000 2016","Lebanon","null","Lebanon"
"Almustaqbal","طليس نفى فك الاعتصام امام مراكز "المعاينة"
