This Twitter Feed is Recording for this Bounding Box (sw long, sw lat, ne long, ne lat)  -122.34, 28.62, -59.41, 46.567Starting at this date and time  Mon Nov 07 2016 20:37:53 GMT-0500 (Eastern Standard Time)
Screen Name, Tweet Content, Tweet Time, User Location, Coordinates, Tweet Place
"prislarizpe","Most the time my dog has no idea whats going on, but she stays happy. #goals","Tue Nov 08 01:37:53 +0000 2016","Monterrey","null","Dallas, TX"
"niaaaimani","I'm happy. https://t.co/QAju0Lolq0","Tue Nov 08 01:37:53 +0000 2016","feel good inc.","null","Fort Washington, MD"
"maggleew","I hope Trump doesn't deport Sam","Tue Nov 08 01:37:53 +0000 2016","null","null","College Park, MD"
"TheS_Squared","No shade to Ocampo, but this reaches the limit of I can appreciate in modern art.  #AntiquesRoadshow","Tue Nov 08 01:37:53 +0000 2016","null","null","Indianapolis, IN"
"_Olivia_weston_","@Haabss okay not you","Tue Nov 08 01:37:54 +0000 2016","Columbia, SC","null","South Carolina, USA"
"Lisa_LeBlanc78","Only part 1 of the reunion and not impressed with @vgunvalson she was always a favorite! @RHOC_KellyDodd never sees what she did wrong","Tue Nov 08 01:37:54 +0000 2016","Stephentown New York","null","New York, USA"
"DJ_LEGION_ONE","👍🏾Well people this is it we've finally arrived I don't need to tell you what this means so just go 🇺🇸VOTE🇺🇸.-ONE💯😊🇺🇸","Tue Nov 08 01:37:54 +0000 2016","BROOKLYN, NYC","null","Brooklyn, NY"
"Thedigitalgirll","Same same 😒 https://t.co/aSzm6eqRld","Tue Nov 08 01:37:54 +0000 2016","in yo Mind .. Louisiana too","null","Louisiana, USA"
"Love_DaAmbition","@WDM_1 been okay wby","Tue Nov 08 01:37:54 +0000 2016","Atlanta","null","Birmingham, AL"
"ashh_h15","@urietavanessa70 😭😭😭😭🙌🏻🙌🏻🙌🏻","Tue Nov 08 01:37:54 +0000 2016","null","null","North Carolina, USA"
"KingxKT_","My speaker fucked up on my phone🤕😞","Tue Nov 08 01:37:54 +0000 2016","null","null","Flossmoor, IL"
"HPJoker","The only time they put someone over in their hometown, they do it at the expense of not only their champion but my favorite dude in WWE.","Tue Nov 08 01:37:54 +0000 2016","Hammond, LA","null","Ruston, LA"
"RobGotNext","this man is singing One Dance.....@NBCTheVoice why do yall set these people up for failure?","Tue Nov 08 01:37:54 +0000 2016","$outh$ide, NJ","null","Burlington, NJ"
"JayHovain","@uniquelise_ Lord dont remind me","Tue Nov 08 01:37:54 +0000 2016","Reading","null","Reading, PA"
"utwey","@CNN https://t.co/q039naMoE0","Tue Nov 08 01:37:53 +0000 2016","NashVegas","null","Nashville, TN"
"CeciMagana_","#MCE MAH BOYZ 😂💋❤️ https://t.co/l0RNJTNfc1","Tue Nov 08 01:37:53 +0000 2016","Oceanside, CA","null","Rockford, IL"
"bitcheslovemota","Add me on snapchat https://t.co/fn3OruxC1O","Tue Nov 08 01:37:53 +0000 2016","Phoenix, AZ ","null","Big Red Brew Haus"
"wraithchild","@lea18149 @realmrhousewife  But without these ladies...there would be no show.  ANY ladies for that matter.","Tue Nov 08 01:37:54 +0000 2016","Mars, Universe","null","Goodyear, AZ"
"caseyhines","It's been a long road. #Wikileaks,  #AccessHollywood, rallies and debates - who is getting your vote? #ElectionDay #Elections2016","Tue Nov 08 01:37:54 +0000 2016","Madison, CT","null","Madison Center, CT"
"Night_Mother_","@LAgOONyChONgA @KROCAINE 👍😂🔥","Tue Nov 08 01:37:54 +0000 2016","Brooklyn, NY","null","Brooklyn, NY"
"moond0gs","i didn't like young justice.","Tue Nov 08 01:37:54 +0000 2016","RIP Harambe","null","San Angelo, TX"
"CamelSnack","I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/SVhu7CDNFb","Tue Nov 08 01:37:54 +0000 2016","Datas, Brasil","null","Richardson, TX"
"AbiJoMi","Waits for stop sign to turn green. Happy Monday 🙃","Tue Nov 08 01:37:54 +0000 2016","The Hot Mess Express ","null","Muncie, IN"
"JimE3434","@BenKercheval Frank or Shane?","Tue Nov 08 01:37:54 +0000 2016","Nashville, TN","null","North Carolina, USA"
"tmj_sac_health","Can you recommend anyone for this #job? In Patient Case Manager ED - https://t.co/Aq2DWbl3Cp #Healthcare #Fairfield, CA #Hiring #CareerArc","Tue Nov 08 01:37:54 +0000 2016","Sacramento, CA","[object Object]","Fairfield, CA"
"RicoJefee","That feeling when u ain't never broke","Tue Nov 08 01:37:54 +0000 2016","Memphis, TN","null","Memphis, TN"
"marco_hendrix",":/ so no one wants to hangout when I come to UOA campus next weekend ?","Tue Nov 08 01:37:54 +0000 2016","Stockton, CA ✈️Queen Creek,AZ","null","Mesa, AZ"
"13thtruck","Hacking concern on Election Day: The companies that bring you the news https://t.co/pYKDytsiEG","Tue Nov 08 01:37:54 +0000 2016","De-La-Warr","null","Middletown, DE"
"FlowersJayden","GOD NO😂 @dessssirayy https://t.co/DA8ShnTZgO","Tue Nov 08 01:37:54 +0000 2016","null","null","Yukon, OK"
"libra_umar","Some body can't his twitter account how can he handle nuclear account.. Well said  # Barack_Obama...","Tue Nov 08 01:37:54 +0000 2016","New York, USA","null","Queens, NY"
"RRCareers","Can you recommend anyone for this #job in #SanDiego, CA? https://t.co/RhPr2UuhHu #Hospitality #Veterans #Hiring","Tue Nov 08 01:37:54 +0000 2016","null","[object Object]","San Diego, CA"
"TheMixedWonder","@_bremarie__ ...😒","Tue Nov 08 01:37:54 +0000 2016","Countdown City, Texas ","null","Stillwater, OK"
"tmj_lax_cosmo","See our latest #Valencia, CA #job and click to apply: Specialty Beauty Advisor - https://t.co/BHSbju8GUR #Cosmetology #Hiring #CareerArc","Tue Nov 08 01:37:54 +0000 2016","Los Angeles, CA","[object Object]","Santa Clarita, CA"
"chkentndrs","omg these look like the shits you win at circus games https://t.co/LQfcCxB3a0","Tue Nov 08 01:37:54 +0000 2016","The Bay-NYC ","null","Manhattan, NY"
"justinmspeece","Brian Kendrick is forever taking cheap shots. #RAW #Cruiserweight 🙄","Tue Nov 08 01:37:54 +0000 2016","Pittsburgh, Pa","null","West Mifflin, PA"
"hskyfn","Eff'n line can't even block for a punt. Then 1 play and a walk in td. Could be a long night","Tue Nov 08 01:37:54 +0000 2016","     Cathlamet, Wa.","null","Washington, USA"
"luce_janet","@TeamTrump @DonaldJTrumpJr Just saw it on FOX in GA AWESOME LUV IT! TRUMP in a landslide!!MAGA 2016🇺🇸🇺🇸🇺🇸","Tue Nov 08 01:37:54 +0000 2016","Acworth, GA","null","Georgia, USA"
"lowbrowindy","@emilynussbaum More projection from the Trump camp, that's all.","Tue Nov 08 01:37:54 +0000 2016","null","null","Indianapolis, IN"
"MattManero","Thx Kyle! https://t.co/FMdt8wDpNt","Tue Nov 08 01:37:54 +0000 2016","Dallas, TX","null","Southlake, TX"
"niinathena","@shtahj @PostBaron that's what I'm SAYIN!","Tue Nov 08 01:37:54 +0000 2016","Alexandria, VA","null","Alexandria, VA"
"MyFriendCamilo","@EWDurbin @KaitlinDDurbin watch party tomorrow if you ain't got plans.","Tue Nov 08 01:37:54 +0000 2016","Ohio","null","Cleveland, OH"
"djsoap92","This girl who goes to my church for the past week has been liking every single one of my fb statuses 🙄","Tue Nov 08 01:37:54 +0000 2016","Rochester, NY","null","North Tonawanda, NY"
"sierrasoto","They are playing my old ass jam "round and round" by Selena Gomez😍","Tue Nov 08 01:37:54 +0000 2016","null","null","Buena Park, CA"
"Hermthagerm","Why is speaking so hard for him lol https://t.co/MsVge0P5MN","Tue Nov 08 01:37:54 +0000 2016","#chilltwitter SJSU","null","California, USA"
"BlowwMyyGripp","😂💯 https://t.co/2bZPw4voD6","Tue Nov 08 01:37:54 +0000 2016","null","null","Allentown, PA"
"megan6373463","Omg I need this 😍😭😍 https://t.co/ppbGenREVU","Tue Nov 08 01:37:54 +0000 2016","null","null","Medina, OH"
"boehmeb","#VoteProLife #MAGA https://t.co/cY4QoeoUt6","Tue Nov 08 01:37:54 +0000 2016","Texas, USA","null","Southlake, TX"
"JustinColbyJack","I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/OPDIQdu0Pi","Tue Nov 08 01:37:54 +0000 2016","wrist wrist wrist wrist wrist ","null","Fairlawn, OH"
"IAMPORSCHA","Imma miss @BarackObama 😢","Tue Nov 08 01:37:55 +0000 2016","DALLAS TX","null","Dallas, TX"
"MarcMarkley","Madonna's flashmob for Hillary!  All I saw was the mic!! Still exciting!  HA!!#imwithher… https://t.co/RCko1SSd60","Tue Nov 08 01:37:54 +0000 2016","Manhattan, NY","[object Object]","Manhattan, NY"
"jearly725","#VoicePlayoffssundance","Tue Nov 08 01:37:54 +0000 2016","Pittsburgh, PA","null","Ross Township, PA"
"incplnd","@luissalas325 they tryna copy the wave","Tue Nov 08 01:37:54 +0000 2016","Vacaville, CA","null","Vacaville, CA"
"lilyaz_","do I love my bitch or am I in love with her body?","Tue Nov 08 01:37:55 +0000 2016","Bucktown,TX","null","Houston, TX"
"MissRetia","@_princessaon yes I did","Tue Nov 08 01:37:54 +0000 2016","Greensboro, NC","null","Charlotte, NC"
"JChazz27","@HannahDowell3 yes lmao I love em!","Tue Nov 08 01:37:55 +0000 2016","8️⃣1️⃣2️⃣NA✈️Columbia2️⃣7️⃣0️⃣","null","Columbia, KY"
"nikkilynn4","#ImWithHer also Bravo to @HillaryClinton for advertising on @Bravotv during #RHOCReunion genius!! https://t.co/8Sv0is7N7T","Tue Nov 08 01:37:54 +0000 2016","United States","null","Falls City, NE"
"Dwaaavy","@_mgxx #staywook","Tue Nov 08 01:37:55 +0000 2016","Boston, MA","null","Boston, MA"
"realslimmkaytee","@_nikkijo_haley isn't that from like the first week of school?!","Tue Nov 08 01:37:55 +0000 2016","Solon","null","Marion, IA"
"Ryderjobs","Join the Ryder team! See our latest #job opening here: https://t.co/OIXjKDzeUc #Driver #CDL #Verona, MS #Hiring","Tue Nov 08 01:37:55 +0000 2016","null","[object Object]","Verona, MS"
"BOSSAshG","Y'all wanna see my twerk  video 😩😂","Tue Nov 08 01:37:55 +0000 2016","Chicago, IL","null","Montgomery, AL"
"rani__xo","My little brother is already talking about moving out and he's 9😂","Tue Nov 08 01:37:55 +0000 2016","Sacramento, CA","null","Elk Grove, CA"
"austin_r55","RIP to Lakota 202","Tue Nov 08 01:37:55 +0000 2016","Mountain Lake/Mankato MN","null","Mankato, MN"
"jillbrownfitnes","Almost forgot to post this!  These first sunset after the time change.  Los Angeles, 5:09PM… https://t.co/R0Ozcn7fLT","Tue Nov 08 01:37:55 +0000 2016","Los Angeles","[object Object]","Los Angeles, CA"
"mediumnumber6","@jimmy_coppa ignore what my mom says the woman can't even say "Crispy Ranch Snack Wrap" at the McDonalds drive through without needing help","Tue Nov 08 01:37:55 +0000 2016","null","null","Middletown, NJ"
"Jasseline_Kyana","Saddest moment https://t.co/PrWeNMDi1L","Tue Nov 08 01:37:55 +0000 2016","null","null","Dover, NJ"
"jacy_freeman4","Aw, sweet bby jay jay https://t.co/vwQIHLDl3e","Tue Nov 08 01:37:55 +0000 2016","Lamar, SC ","null","South Carolina, USA"
"_MichaelaRaeRae","Brianna dead think I'm playing","Tue Nov 08 01:37:55 +0000 2016","South 11th St. ✈️ Bαndon Dr. ","null","North Carolina, USA"
"mardotir","Московский-1 https://t.co/DymsLyjH2p","Tue Nov 08 01:37:54 +0000 2016","null","[object Object]","California, USA"
"0SXAJ","@tthatkidaustin so if it's in my hip, worry about the bottom of my leg going numb? just double checking this","Tue Nov 08 01:37:55 +0000 2016","West Hollywood, CA","null","Los Angeles, CA"
"_mellyjelly","The government is constantly coming up with new ways to try to control us like etf https://t.co/tO89VPWQQp","Tue Nov 08 01:37:55 +0000 2016","Chicago, IL","null","Chicago, IL"
"JA_hoop2","@AtlantaHotWings the best wing place down here...","Tue Nov 08 01:37:55 +0000 2016","Auburn, AL","null","Prichard, AL"
"keenanhord","People think they know, but they don't know.","Tue Nov 08 01:37:55 +0000 2016","1st in Midnight Bowling League","null","Bentonville, AR"
"Yaki_kidd94","Is it weird if I love sneezing? Haha","Tue Nov 08 01:37:55 +0000 2016","null","null","Mesa, AZ"
"Hoeslovedejaa","When i said that? 😐 https://t.co/W2EMdqZY9u","Tue Nov 08 01:37:55 +0000 2016","Tallahassee, FL","null","Tallahassee, FL"
"kylottie","*female https://t.co/P9kgTvTOCI","Tue Nov 08 01:37:55 +0000 2016","313","null","Detroit, MI"
"itsRappMO","Bruh they made it!!!!!! @jusdel07 https://t.co/eXuUO6TNdt","Tue Nov 08 01:37:55 +0000 2016","South City STL","null","St Louis, MO"
"therealrulez","Making this album was very difficult. But I wouldn't take a loss.","Tue Nov 08 01:37:55 +0000 2016","Toronto","null","Toronto, Ontario"
"MeetDerika_","@_LoyalDior no you didn't 🤔","Tue Nov 08 01:37:55 +0000 2016","null","null","Atlanta, GA"
"TatumFulford","@ittybitty_witty aww thank you i love you 💙 that last pic of me is horrible it's pretty funny though","Tue Nov 08 01:37:55 +0000 2016","lost","null","Idaho Falls, ID"
"Mrjgurewitz","I'm at @TJMaxx in Costa Mesa, CA https://t.co/ynTDLVkwwh","Tue Nov 08 01:37:55 +0000 2016","null","[object Object]","Costa Mesa, CA"
"BCsPhotography1","Just know this is life .. 🙏.. _

_#blessings .. #fuckthatsdelicious .. 

#lifeisgood… https://t.co/T3m70L3S0z","Tue Nov 08 01:37:55 +0000 2016","LeXtown ky","[object Object]","West Allis, WI"
"52Notorious52","@savannah_rain14 LOL bet, bring ya boyfriend with you as well😛","Tue Nov 08 01:37:55 +0000 2016","IS WAT IT IS✊ ","null","Oshkosh, WI"
"88Gsp","@incognitorva @realDonaldTrump @BrenKLarkin @sherigreatfalls https://t.co/jDCdO8FcLH","Tue Nov 08 01:37:55 +0000 2016","Brick, NJ","null","Cedarwood Park, NJ"
"Zarate_Kid_","@britt_mcmanigal wink at him than flash him","Tue Nov 08 01:37:55 +0000 2016","Canaryville / Oak Forest","null","Oak Forest, IL"
"PatRFinley","(Yes I know he will never charge for his music)","Tue Nov 08 01:37:55 +0000 2016","Lindenhurst ","null","South Huntington, NY"
"philly_cheesest","I wish they had https://t.co/cJ3MaViZP2","Tue Nov 08 01:37:55 +0000 2016","St Louis, MO","null","University City, MO"
"BoomerIrvin","@elijahgardiner @Dreyson_Watters lol fr","Tue Nov 08 01:37:55 +0000 2016","|Straight Outta Kemp™|","null","Texas, USA"
"littlesuzzz","@_maarriaa_ yeah but I mean not voting is basically like voting for trump lol who are you voting for then","Tue Nov 08 01:37:55 +0000 2016","cal poly","null","California, USA"
"flowrtattedgirl","@telly0x I'm glad I'm not the only ones that sees this!!!!!","Tue Nov 08 01:37:56 +0000 2016","Florence, SC","null","South Carolina, USA"
"joepotwORa","#ImVotingBecause Oregon needs representation that produces more results and less promises.","Tue Nov 08 01:37:56 +0000 2016","Oregon, USA","null","Oregon, USA"
"WorkAtBJs","We're #hiring! Click to apply: Server - https://t.co/2rCYVVhanE #Job #Restaurant #Cary, NC #Jobs","Tue Nov 08 01:37:55 +0000 2016","null","[object Object]","Cary, NC"
"23aaaaf619fc4a7","@seangrandillo @YYolanda73 @23aaaaf619fc4a7 
That Poll is as truthful as that I am a Rental agent in California https://t.co/SFPdc9oAbf","Tue Nov 08 01:37:56 +0000 2016","null","null","Affton, MO"
"brooke_dowdell","im not going on social media until this shit show of an election is over","Tue Nov 08 01:37:56 +0000 2016","NJ ❁","null","Toms River, NJ"
"biffstix","@r2d2cupcake https://t.co/kHHD7BjQes","Tue Nov 08 01:37:55 +0000 2016","Texas","null","Houston, TX"
"lbenton57","@NBCTheVoice Austin for team Blake","Tue Nov 08 01:37:56 +0000 2016","sneads, fl","null","Florida, USA"
"allaboutkayla_","Bryson tiller https://t.co/bmJFgHdcwb","Tue Nov 08 01:37:56 +0000 2016","Birmingham, AL","null","Huntsville, AL"
"ymeeh__","When @LilBibby_ new shit droppin🤔","Tue Nov 08 01:37:56 +0000 2016","Downtown","null","Camden, NJ"
"LITdia_Seiter","where is the nearest Big Leaf Pile","Tue Nov 08 01:37:56 +0000 2016","Athens, OH","null","Athens, OH"
"KingHarjo01","Babygirl 😍  https://t.co/IDU6MNYoLe","Tue Nov 08 01:37:56 +0000 2016","Savannah, GA","null","Oklahoma City, OK"
"Deee_Glo","That jacket go crazy https://t.co/DtPq1Jqi9f","Tue Nov 08 01:37:56 +0000 2016","Long Beach, CA","null","Bellflower, CA"
"piink_uzii","@domdotson I'll never get it","Tue Nov 08 01:37:56 +0000 2016","null","null","Thousand Oaks, CA"
"Kels_Cee","@nathanparmesan not for much longer though 😊😊😊","Tue Nov 08 01:37:56 +0000 2016","Petting a dog somewhere ","null","Pflugerville, TX"
"alpalann","I have an interview at Ulta tomorrow and I really really want it! Send me positive vibes! 💕❤️","Tue Nov 08 01:37:56 +0000 2016","Ohio, USA","null","Ohio, USA"
"papaj_whodoneit","One a day hardly contains the nutrients it's says it has...like 3% https://t.co/nzbRs6BDou","Tue Nov 08 01:37:56 +0000 2016","null","null","Beaumont, TX"
"elekkstasy","DALI THINKS THAT I SHOULD HAVE A FREE PORTRAIT TATTOO GIVEAWAY!! Soo, who in this world wants to… https://t.co/lySdn2sSlM","Tue Nov 08 01:37:56 +0000 2016","ig: @elekkstasy","[object Object]","Paradise, NV"
"Guap4Prez","Fucking right! https://t.co/gr7A6lXnoE","Tue Nov 08 01:37:56 +0000 2016","Slidell, LA.","null","Eden Isle, LA"
"mshorthang_","I hate when people try to shame me for not going to church like if that's my only option bitch ima Buddhist 😠🖕🏼🕉☸️","Tue Nov 08 01:37:56 +0000 2016","null","null","Bridgewater, MA"
"lynda_luttrell","They had better not delete mine! #DrainTheSwamp https://t.co/nMRvAMK4jO","Tue Nov 08 01:37:56 +0000 2016","Virginia, USA","null","Virginia, USA"
"KawhiStan","That read option is gonna KILL seattle all night","Tue Nov 08 01:37:56 +0000 2016","California, USA","null","California, USA"
"dananabanana09","Damnit, Luthor. #Supergirl","Tue Nov 08 01:37:56 +0000 2016","Boston, MA","null","Boston, MA"
"Black_Feather55","@JumpVote @pinkartgurl59 Christians&amp;Evangelical's don't sit out this POTUS election! America, religious Freedom is at stake! Vote-Trump","Tue Nov 08 01:37:56 +0000 2016","Northern Tier, PA","null","Pennsylvania, USA"
"kelly_tubes","@CBSNews bye-bye","Tue Nov 08 01:37:56 +0000 2016","null","null","Meridian, PA"
"bigekinsey","Let's go squad  #BUFvsSEA","Tue Nov 08 01:37:56 +0000 2016","buffalo ny ","null","Buffalo, NY"
"_bmarieee","https://t.co/T85cVUNRu5","Tue Nov 08 01:37:56 +0000 2016","Dearborn Heights, MI","null","Dearborn Heights, MI"
"mistuhvuvu","@Foodiechats some fajita steak, with some pico, onions and some fresh salsa and quac. Can't beat it! #foodiechats","Tue Nov 08 01:37:56 +0000 2016","Denton, Texas","null","Denton, TX"
"kellymarionbern","https://t.co/YvzqASgCE9","Tue Nov 08 01:37:56 +0000 2016","null","null","Pennsylvania, USA"
"JonAshDaniels","@TheFix @Spotify Foals "My Number"","Tue Nov 08 01:37:56 +0000 2016","Washington, DC","null","Woodley Park, Washington"
"briaunaaaaaa","It's time to cool it now😂","Tue Nov 08 01:37:56 +0000 2016","null","null","Frostburg, MD"
"Tom_Janisse","George Fant starting tonight for the Seattle Seahawks is awesome. Dudes one year in college he didn't even play and was listed as a TE","Tue Nov 08 01:37:56 +0000 2016","Nashville","null","Nashville, TN"
"yingblingbling","Beautiful. Amazing. Iconic https://t.co/43Kh7RUWal","Tue Nov 08 01:37:56 +0000 2016","NYC","null","Queens, NY"
"galesongmusic","@tay_krin Tayler, we love meeting fellow LDS gamers! We're on Perenolde; alliance side.  ;)","Tue Nov 08 01:37:56 +0000 2016","Utah","null","Provo, UT"
"Route44Toyota","@SdSoXo We can help with that!","Tue Nov 08 01:37:56 +0000 2016","Raynham, MA 02767","null","Willoughby Hills, OH"
"ragfield","#summitthesunset #horstoothd #pretak @ Horsetooth Mountain https://t.co/NcDbsngMvh","Tue Nov 08 01:37:56 +0000 2016","Fort Collins Rock City","[object Object]","Colorado, USA"
"JordanKalish","Gonna have a few Mazel Tov cocktails tomorrow night while watching the election coverage","Tue Nov 08 01:37:56 +0000 2016","null","null","Ossining, NY"
"rockchalk4583","So basically the trees are helping to save us by storing CO2 but we're burning forests down and releasing it back to the atmosphere #wow","Tue Nov 08 01:37:56 +0000 2016","LFK","null","Kansas, USA"
"JLaneMcMahon","@chrislhayes @BrianMontopoli No Chris.  You don't.  #Friendsdontletfriendskaraoke","Tue Nov 08 01:37:56 +0000 2016","Portsmouth, RI","null","Rhode Island, USA"
"kissDAI_","deasia lol https://t.co/X4mUvqL4gg","Tue Nov 08 01:37:56 +0000 2016","null","null","Rossville, MD"
"tatoborg","I honestly suck so much at dancing hip hop. I only impressed when we were stretching because ballet.","Tue Nov 08 01:37:57 +0000 2016","San Francisco, CA","null","Sunnyvale, CA"
"NoNoNannette30","Hello my sweets ((Hugs))  I have missed you.  It was such a long day.  I am so glad it's over.","Tue Nov 08 01:37:57 +0000 2016","null","null","New York, USA"
"brittanyvvn","@briittanygarmon WHERE","Tue Nov 08 01:37:57 +0000 2016","null","null","North Carolina, USA"
"DanAndPhils1Fan","@shygreenbean but this is who I'm known for and I am plz","Tue Nov 08 01:37:57 +0000 2016","Ohio, USA","null","Avon, OH"
"FoxxyyT_","That was nick sis stay woke he gone now https://t.co/WYBKuCZgth","Tue Nov 08 01:37:57 +0000 2016","JaeB✨","null","Maryland, USA"
"jaskeen0584","@joshgallmusic GOOD LUCK!!  Knock it out of the park!!","Tue Nov 08 01:37:57 +0000 2016","null","null","Pennsylvania, USA"
"Lyndsey_Jaide10","People got lying issues","Tue Nov 08 01:37:57 +0000 2016","Alabama, USA","null","Alabama, USA"
"StDxBrockstar","@The_Game_Barron aka Mass Effect","Tue Nov 08 01:37:57 +0000 2016","Toronto ✈ The World.","null","Toronto, Ontario"
"fucknobs","girls at my school cook pasta and be all over snapchat like "wife me up"","Tue Nov 08 01:37:57 +0000 2016","Where The Boats Go","null","Philadelphia, PA"
"trainer911","Let's go Bills!! Beat the hawks! https://t.co/bvKF0sjgMO","Tue Nov 08 01:37:56 +0000 2016","University of Arizona","null","Arizona, USA"
"CUBE_LiveFeed","#PalmillaBeach #BlackMarlin is #nowplaying Blue Jeans (RAC Remix) by #LanaDelRey #cubevenue","Tue Nov 08 01:37:57 +0000 2016","Canada","[object Object]","Texas, USA"
"Tamarik_Heart","That boa something else","Tue Nov 08 01:37:57 +0000 2016","Michigan, USA","null","Buena Vista, MI"
"NoraaaVargas","Yessss lmao https://t.co/0bQPBZ70sr","Tue Nov 08 01:37:57 +0000 2016","kc✨","null","Kansas, USA"
"sammie_stafford","@katiestafforrrd shut up. Don't ruin my mood","Tue Nov 08 01:37:57 +0000 2016","null","null","King, NC"
"Hobojoners","I live for these kind of facebook posts https://t.co/MubSvXqSX8","Tue Nov 08 01:37:57 +0000 2016","slc","null","Orem, UT"
