This Twitter Feed is Recording for this Bounding Box (sw long, sw lat, ne long, ne lat)  -122.34, 28.62, -59.41, 46.567Starting at this date and time  Mon Nov 07 2016 20:50:04 GMT-0500 (Eastern Standard Time)
Screen Name, Tweet Content, Tweet Time, User Location, Coordinates, Tweet Place
"nya_philly","don't come looking for me after the game next week; cause I will ignore tf outta you","Tue Nov 08 01:50:04 +0000 2016","laying in bed. ☀️","null","North Carolina, USA"
"_utwe","SMOOTH AF LMAO https://t.co/ZlrBTxb99r","Tue Nov 08 01:50:04 +0000 2016","probably with some fobs ","null","Rancho Cordova, CA"
"CDM_86","Starving...","Tue Nov 08 01:50:04 +0000 2016","Montgomery, AL","null","Montgomery, AL"
"eliasearley21","Just want trying to go fishing @Strippy3 @_CarlosAcuna","Tue Nov 08 01:50:04 +0000 2016","Tampa, FL ","null","Valparaiso, IN"
"anita_nham","This is incredible. https://t.co/VXfWknJ6rD","Tue Nov 08 01:50:04 +0000 2016","null","null","State College, PA"
"ChristineGlidd3","@NBCTheVoice @SundanceHead","Tue Nov 08 01:50:04 +0000 2016","null","null","San Antonio, TX"
"ShoreGirl1965","My vote for president is still a question mark. However, Q1 &amp; Q2 will be a resounding "NO"! #VoteNoOnTwo","Tue Nov 08 01:50:04 +0000 2016","null","null","New Jersey, USA"
"masonneedladder","its already sick as fuckkk😍🙃 https://t.co/JyLw5L3o0X","Tue Nov 08 01:50:04 +0000 2016","BAY AREA AS FUCK","null","Pittsburg, CA"
"VoidAbstract","Gotta keep friendship &amp; music separate. Music just business in my perspective","Tue Nov 08 01:50:04 +0000 2016","Los Angeles, CA","null","Los Angeles, CA"
"TheyCallMeFav","Airahly LOVES carrots.","Tue Nov 08 01:50:04 +0000 2016","Northside ➡️ Amelia.","null","Withamsville, OH"
"CrazyCam07","I'll be mad to if I looked like u! Fat ass grizzly bear go in a corner and sit clown https://t.co/D1BvURKMBg","Tue Nov 08 01:50:04 +0000 2016","Kentucky, USA","null","Kentucky, USA"
"_JordanKinney_","@alexxgabrielle it wasn't me but shit I hope it did get handled","Tue Nov 08 01:50:04 +0000 2016","null","null","Dallas, TX"
"BPLewis","@owenthomas Owen you just olded so bad","Tue Nov 08 01:50:04 +0000 2016","Subtweeting you from New York","null","Mamaroneck, NY"
"emilyXdudding","Shouldn't have to be like this :/","Tue Nov 08 01:50:04 +0000 2016","null","null","Broken Arrow, OK"
"Bornathletic18","Headed to see my friend ... it's been a while !","Tue Nov 08 01:50:04 +0000 2016","Niceville, Florida","null","Hoover, AL"
"Coop11S","@baileywade6 @Hannah_neff I'm dying with this 😂","Tue Nov 08 01:50:04 +0000 2016","Sparks, NV ✈️ Yakima, WA","null","Yakima, WA"
"JonAlbertson","I don't know why.  But, I'm fully expecting #EmperorPalpatine to be exposed pulling the strings controlling @realDonaldTrump 
#TheEmpire","Tue Nov 08 01:50:04 +0000 2016","Indianapolis","null","Indianapolis, IN"
"tatoborg","I've been listening to Shadow Dances by Opia on loop for 3 weeks. This song is just fokin lit.","Tue Nov 08 01:50:04 +0000 2016","San Francisco, CA","null","Sunnyvale, CA"
"wasted8USA","All you #HillaryClinton voters you are traitors to #God and his holy word, your vote murders the unborn. #Repent as the lord will not forget","Tue Nov 08 01:50:04 +0000 2016","USA","null","Phoenix, AZ"
"pantaleon___","Im lowkey jealous,","Tue Nov 08 01:50:04 +0000 2016","South Central, Los Angeles","null","Los Angeles, CA"
"thomascalvinj","@SwankyCarlos https://t.co/wH4Vd3BBgT","Tue Nov 08 01:50:02 +0000 2016","Jacksonville, Alabama","null","Jacksonville, AL"
"meshaver7","is tonight like post a bunch of cute couple pics night or wut lol","Tue Nov 08 01:50:04 +0000 2016","Blacksburg, VA","null","Blacksburg, VA"
"Hannah_C15","@kenzi_hunt_18 GOALS","Tue Nov 08 01:50:04 +0000 2016","null","null","Missouri, USA"
"Lyssa_LUVS_YOU","A Purpose Driven Life by Rick Warren https://t.co/GhhEv0HnQ9","Tue Nov 08 01:50:04 +0000 2016","null","null","Jackson, MS"
"victortaughtyou","WE DONT VOTE FOR PRESIDENTS , WE VOTE FOR REPRESENTATIVES","Tue Nov 08 01:50:04 +0000 2016","sc : vm.e ","null","Compton, CA"
"AwkwardJordyn","@AndyMineo IS a part of Winter Jam this year. I haven't seen him perform in over a year, so needless to say I am ready","Tue Nov 08 01:50:04 +0000 2016","859 / 407","null","Florence, KY"
"q_eddie","Don't trust the government Leger","Tue Nov 08 01:50:04 +0000 2016","Arizona State University ","null","Tempe, AZ"
"beckyalbertalli","@bookgirlsb Also an adorable idea!","Tue Nov 08 01:50:04 +0000 2016","Roswell, GA","null","Roswell, GA"
"celtoid2","@FoxBusiness @FLOTUS she has not! This is bs. Her accomplishments are miniscule","Tue Nov 08 01:50:04 +0000 2016","cornwall, ny","null","Firthcliffe, NY"
"jackson_adaija","Really just called my mom on the phone from my room and told her to come turn off my light and she did it 😂😂😂 #madlazy","Tue Nov 08 01:50:04 +0000 2016","⑆","null","Victory Gardens, NJ"
"GuyCatherine","La #SIQ, #Laurent Lessard, #Barrette,le conflit d'intérêt ambulant.Le #PLQ en déroute. @JFLisee L'opposition doit capturer ces opportunités.","Tue Nov 08 01:50:04 +0000 2016","Rosemont Petite-Patrie","null","Montréal, Québec"
"uhsofie","@acaciarenee_ u need to get moonchild!! they would all look amazing on u especially the purple ✨","Tue Nov 08 01:50:05 +0000 2016","usually at work ","null","Sonora, CA"
"hrobinson11","My 11:30 got cancelled tomorrow so basically im not getting up ever😻😻","Tue Nov 08 01:50:05 +0000 2016","Grand Island","null","Geneseo, NY"
"jmcookjr","Snoop bangin' Martha?","Tue Nov 08 01:50:05 +0000 2016","null","null","Georgia, USA"
"J_Russsss","this nigga ah whole fool , why not close the door? Lock it maybe orrrrr just tell ya side hoe "brb" yall silly. https://t.co/x71EYpOXeH","Tue Nov 08 01:50:04 +0000 2016","Puerto Nuevo, Puerto Rico","null","Charlotte, NC"
"iigotDUPEd","@BeingBola highly likely","Tue Nov 08 01:50:05 +0000 2016","null","null","East Hartford, CT"
"colekodell","always have a habit of messing things up","Tue Nov 08 01:50:02 +0000 2016","Norman, OK","null","Norman, OK"
"orbillano","@DancingABC - Sasha is just amazing in adapting to his partner's size","Tue Nov 08 01:50:05 +0000 2016","null","null","Mountain Brook, AL"
"MartyMcfly101","@DankkdOutt #NOVEMEBER12TH
@_FAMENT_ &amp; #CSA Presents:
REP YOUR FLAG
#REGGAE VS #HIPHOP
#DSU #WESELY #DELTECH #WILMU https://t.co/U4YR2rbxDX","Tue Nov 08 01:50:04 +0000 2016","w/ @TheRealFamEnt","null","Cheswold, DE"
"Lizkins98Newton","Sometimes I find peace of mind in a bottle of wine. -Billy Currington","Tue Nov 08 01:50:05 +0000 2016","Vermont, USA","null","Montpelier, VT"
"nickprice91","Zayn vs Rusev to decide who faces Ziggler for the #ICTitle at #SurvivorSeries! #RAW","Tue Nov 08 01:50:05 +0000 2016","Washington DC","null","Glen Burnie, MD"
"BlakesBormann01","Raymond talking to 5th grade @KotyFelderman in baseball: "You're really bad at judging fly balls, find a way to get better at that"","Tue Nov 08 01:50:05 +0000 2016","With BB4L:Pey, Koty and Jay ❤️","null","Iowa City, IA"
"mailboxoxx","rub my back while i watch bojack and cry","Tue Nov 08 01:50:05 +0000 2016","Ohio, USA","null","Ashland, OH"
"Dfarr_","@__kurohime https://t.co/NypJIB7nT2","Tue Nov 08 01:50:05 +0000 2016","Keep up","null","Converse, SC"
"tmj_sfo_sales","See our latest #Oakland, CA #job and click to apply: Programmer Analyst - https://t.co/DU773FRDfd #Sales #Hiring #CareerArc","Tue Nov 08 01:50:05 +0000 2016","San Francisco, CA","[object Object]","Oakland, CA"
"RealMyia_","Maybe I need to stop ignoring somebody's calls 😐","Tue Nov 08 01:50:05 +0000 2016","North Carolina, USA","null","Greensboro, NC"
"Queen_Czar","me asf https://t.co/YRF7iItwTY","Tue Nov 08 01:50:05 +0000 2016","the bany","null","Georgia, USA"
"toujoula","Please 👇👇👇👇 https://t.co/XiwbgpsrqW","Tue Nov 08 01:50:05 +0000 2016","Web - Haiti - Social Media ","null","South Valley Stream, NY"
"eug",""This election is on us. It's in our hands" - Michelle Obama","Tue Nov 08 01:50:05 +0000 2016","New York","null","Philadelphia, PA"
"wasted8USA","All you #HillaryClinton voters you are traitors to #God and his holy word, your vote murders the unborn. #Repent as the lord will not forget","Tue Nov 08 01:50:04 +0000 2016","USA","null","Phoenix, AZ"
"Abbster3000","Waiting for the plane back to SA 😌","Tue Nov 08 01:50:05 +0000 2016","anywhere","null","Phoenix, AZ"
"helbigraisman","@WonderlandYears "nerd" https://t.co/0F4440y7ZA","Tue Nov 08 01:50:05 +0000 2016","alexis is a comedian
","null","McKinney, TX"
"gregg_mckinley","Damn whata babe ❤ https://t.co/PaoEwh9cDf","Tue Nov 08 01:50:05 +0000 2016","null","null","Arlington, TX"
"TengoTalento","¿Quién crees que avanzara de ellos a la #Semifinal? #TengoTalentoMuchoTalento #BuenasNoches #EstrellaTV #VOTA https://t.co/RSRC2lVNJV","Tue Nov 08 01:50:04 +0000 2016","Burbank","null","Burbank, CA"
"PatrickSvitek","@jonmcclellan @betsy_klein think it's been in the speech for a few wks. -- definitely new relative to Wanna Bet's potentially years-long run","Tue Nov 08 01:50:05 +0000 2016","Austin, Texas","null","San Antonio, TX"
"_wifioverniggas","How I want my baby daddy to be 😩😩😩 https://t.co/11czCD4E5T","Tue Nov 08 01:50:05 +0000 2016","ℕℰᏇ ᎾℛℒℰᎯℕᎦ✈️ℂℋℐℂᎯᎶᎾ ","null","Chicago, IL"
"IsheeEmily","Does anyone have any persuasive speech ideas 💡??","Tue Nov 08 01:50:05 +0000 2016","null","null","Mobile, AL"
"AaronKoob","Ever have one of those days where you just need to listen to some Pitbull? Because that's me everyday","Tue Nov 08 01:50:05 +0000 2016","Fullerton, CA","null","La Habra, CA"
"barbee_liz","#AmericansTrumpGlobalists #RiseUp #draintheswamp #VoteTrumpPence16 https://t.co/Nw15PQeydq","Tue Nov 08 01:50:05 +0000 2016","California, USA","null","Upland, CA"
"igobytony","@VioletDoll Likely looking to be taller, eh? Any mention of his thoughts on the experience","Tue Nov 08 01:50:05 +0000 2016","Ann Arbor, MI","[object Object]","Tecumseh, MI"
"ItsDazja","@janae_stover @hilareef I don't think she'll see that bc you're on private 😭","Tue Nov 08 01:50:05 +0000 2016","Lansing, MI","null","Owosso, MI"
"kpkpkp","Buttons? Meh... HOT glue, my friend https://t.co/npvq15lF2x","Tue Nov 08 01:50:05 +0000 2016","Tenafly, NJ","null","Tenafly, NJ"
"tmj_san_retail","If you're looking for work in #SanDiego, CA, check out this #job: https://t.co/BzZpYlyxaQ #Retail #Hiring #CareerArc","Tue Nov 08 01:50:05 +0000 2016","San Diego, CA","[object Object]","San Diego, CA"
"mvpdre_","Name a loyal female .... I'll wait 😂","Tue Nov 08 01:50:05 +0000 2016","somewhere in the gym ","null","Mission Bend, TX"
"TimFlaherty823","They ruined the surprise of who will face Ziggler at #SurvivorSeries. #RAW","Tue Nov 08 01:50:05 +0000 2016","North Wales, PA","null","Pennsylvania, USA"
"TrevinoBenjamin","Bruh we got 14 games in 17 days lol 💀","Tue Nov 08 01:50:06 +0000 2016","Riverside,ca","null","Riverside, CA"
"CedarCreekFB","Shout out to the JV squad finishing a perfect 8-0 season🔥🔥🔥Great work coaches and players #TheFuture #HardWorkPaysOff","Tue Nov 08 01:50:05 +0000 2016","Egg Harbor City, NJ","null","Linwood, NJ"
"xxseblunaxx","@lorely_rely https://t.co/vInl5yOffl","Tue Nov 08 01:50:05 +0000 2016","null","null","Edgecliff Village, TX"
"laadee9","gone out my life..","Tue Nov 08 01:50:06 +0000 2016","null","null","New Orleans, LA"
"building4292014","@realDonaldTrump I'm voting for you","Tue Nov 08 01:50:06 +0000 2016","Mount Gilead, OH","null","Mount Gilead, OH"
"JamilSmith","We all know Presidents have war powers, or that awful consequences arise from their decisions, @conor64. They aren't all white nationalists.","Tue Nov 08 01:50:06 +0000 2016","New York, NY","null","Brooklyn, NY"
"Qradical5","If two people make each other happy, then who are you to judge their relationship?","Tue Nov 08 01:50:06 +0000 2016","Denton, tx ","null","Fort Worth, TX"
"xSweet_Feefee","POPEYES 😭😭 https://t.co/PyMtHciwLf","Tue Nov 08 01:50:05 +0000 2016","Oxford, MS","null","Oxford, MS"
"maatt_skiiles","I love getting lit against the best dodgeball team first 💀","Tue Nov 08 01:50:06 +0000 2016","null","null","French Valley, CA"
"YoItsKenneth","Why is Ennis on my favorite team for?","Tue Nov 08 01:50:06 +0000 2016","Houston, TX","null","Houston, TX"
"JLaneMcMahon","@KatyTurNBC Open bar?","Tue Nov 08 01:50:06 +0000 2016","Portsmouth, RI","null","Rhode Island, USA"
"MrsKi_","That's my big head head 😏","Tue Nov 08 01:50:06 +0000 2016","null","null","Baltimore, MD"
"_SheAINTJKT","think about me 😊😊😊 https://t.co/1JLiEsv8UP","Tue Nov 08 01:50:06 +0000 2016","null","null","Huntsville, AL"
"terri1908","@QuirkyGirlSwag @KhadineMarcano @Jason_Warrior_ yep!","Tue Nov 08 01:50:06 +0000 2016","null","null","Memphis, TN"
"KelseyElaineC","All I know is that it feels like forever
When no one ever tells you that forever feels like home
Sitting all alone inside your head🎧","Tue Nov 08 01:50:06 +0000 2016","Wilburton, OK","null","Oklahoma, USA"
"RuthWVU","Kilograms and Newtons make so much more sense than slugs and pounds force and pounds mass.","Tue Nov 08 01:50:06 +0000 2016","Cincinnati, OH","null","Cincinnati, OH"
"SyedAli__","U prob got high AF on this. https://t.co/10VNmhpFAt","Tue Nov 08 01:50:06 +0000 2016","null","null","Laurence Harbor, NJ"
"PintoEdney","@jessicareginajr waaa tá bem né tens toda razão tia experiente","Tue Nov 08 01:50:06 +0000 2016","Lubbock, TX","null","Lubbock, TX"
"lomeeev","OMMK 💯💯 https://t.co/IMbCdSiQZI","Tue Nov 08 01:50:06 +0000 2016","Sacramento, CA","null","Sacramento, CA"
"Kimberlyisro","@StevieAiello @MelBrooks @regis @DonRickles @carlreiner I think you are pretty close being with @30SECONDSTOMARS  LOL","Tue Nov 08 01:50:06 +0000 2016","Edmond, Ok","null","Edmond, OK"
"hmarck619","Stevie in 12 days. I repeat. 12. Days. I need help digging my grave.","Tue Nov 08 01:50:06 +0000 2016","null","null","Wilkins Township, PA"
"alexpastoriza","Okay shady 👌🏽 we see you","Tue Nov 08 01:50:06 +0000 2016","Miami, Charlotte, Philly, NYC","null","Stallings, NC"
"Chafuen","@rogerkimball you mention think tanks . . .do you check which think tanks that get his support "work both sides." I try to . . .","Tue Nov 08 01:50:06 +0000 2016","Washinginia","null","Tysons Corner, VA"
"MarkAllenFrank1","Six months from today I graduate. Where did the time go?","Tue Nov 08 01:50:06 +0000 2016","Pennsylvania, USA ","null","Loretto, PA"
"kendallm97","@gabbiemayoo lmaoooo I don't  (bc I never do)","Tue Nov 08 01:50:06 +0000 2016","null","null","Kent, OH"
"kathleendawe","@FoxBusiness @FLOTUS Is Hillary someone to be proud of for our daughters or anybody else?","Tue Nov 08 01:50:06 +0000 2016","Florida, USA","null","Florida, USA"
"sincerelystar__","Drea https://t.co/8zCVXBMuvL","Tue Nov 08 01:50:06 +0000 2016","Thugga princess","null","Raleigh, NC"
"ilbznu3","@DonCheadle ...yeah #DC seems the philosophy of many is "if it ain't dead or extinct, we'll make it so"!","Tue Nov 08 01:50:06 +0000 2016","new york","null","California, USA"
"bigga2x","Ion know what be making ppl think they could do what I do💀😴..","Tue Nov 08 01:50:06 +0000 2016","null","null","New Orleans, LA"
"_shakoyyaa","😒😩😭 https://t.co/Vz480pHuw0","Tue Nov 08 01:50:06 +0000 2016","null","null","Cinnaminson, NJ"
"Sada_Syra","Whenever I go shopping I always start thinking about what to get other people😅","Tue Nov 08 01:50:06 +0000 2016","null","null","Joliet, IL"
"robinstillrocks","The Statue of Liberty is a Democrat.

Jesus was a Liberal. https://t.co/G86FwpIlZU","Tue Nov 08 01:50:06 +0000 2016","Ohio, USA","null","Ohio, USA"
"brookemiller001","If anyone is wondering what I want for my birthday😉🎂 https://t.co/ql5wIJgpSe","Tue Nov 08 01:50:06 +0000 2016","Salem, IN","null","Indiana, USA"
"kaylajthefirst","yo 😭😭 https://t.co/8LXoK6L9u1","Tue Nov 08 01:50:06 +0000 2016","Fl✈️MD ","null","Abingdon, MD"
"StaceyJSpiehler",""DAD! WHY ARE THERE BUBBLES IN MY CREAM SODA?" 
"I don't know. Lemme call the one eight hundred number to find out."","Tue Nov 08 01:50:06 +0000 2016","Jackson, MS","null","Mississippi, USA"
"Fightnscarcrow","I keep hearing how educated ppl r voting for HRC.but they're too stupid to see the disaster of last 8 yrs? And they want 4 more?","Tue Nov 08 01:50:02 +0000 2016","Louisiana, USA","null","Prairieville, LA"
"hailreaves","me doing homework https://t.co/2dPn3wbZ3F","Tue Nov 08 01:50:06 +0000 2016","Walla Walla, WA","null","College Place, WA"
"minhomie0214","@abscoffman @omg_elise @SajTheOne hah! It's not even funny anymore Abby","Tue Nov 08 01:50:06 +0000 2016","University of Louisville'18","null","Louisville, KY"
"Taub4Congress","@KimKalunian https://t.co/MWpazpallQ","Tue Nov 08 01:50:06 +0000 2016","Providence, RI","null","Providence, RI"
"kicknkenny","pls vote https://t.co/HiKdghEAIv","Tue Nov 08 01:50:06 +0000 2016","Bountiful, UT","null","Bountiful, UT"
"RushHockeyClub","RUSH EXTEND WINNING STREAKS

Charlotte, NC: For the second time this season both the Charlotte… https://t.co/vwYXtuRdbU","Tue Nov 08 01:50:06 +0000 2016","Charlotte, NC","[object Object]","Hemby Bridge, NC"
"ELZUNIA79",""Deplorables Unite"- (Do You Hear The People Sing) Trump Anthem https://t.co/D32A37mECs","Tue Nov 08 01:50:06 +0000 2016","Illinois, USA","null","Naperville, IL"
"mimi_ymy","#اسم_افضل_عطر عطور لانكوم و بس https://t.co/8P9RcmztRT","Tue Nov 08 01:50:06 +0000 2016","جدة, المملكة العربية السعودية","null","Philadelphia, PA"
"psychd_hart","@Dutch_Oven45 - a source of inspiration for his love of the game and our Rangers. ♡ his unique and hilarious self https://t.co/BkVy0ognOW","Tue Nov 08 01:50:06 +0000 2016","Fort Worth, TX","null","Roanoke, TX"
"natasha_craft01",""You complete what I am not"","Tue Nov 08 01:50:06 +0000 2016","Plymouth, IN ","null","Indiana, USA"
"keannka","My great-grandfather was the sound engineer on the fireside chats 😮 https://t.co/xQnII4zxOw","Tue Nov 08 01:50:06 +0000 2016","Monmouth County, NJ","null","Fair Haven, NJ"
"CHernnanndez","Sometimes it's nice to just feel 100% supported","Tue Nov 08 01:50:06 +0000 2016","htx","null","Houston, TX"
"agaby118",""Pick b/c you know about fashion" 🤗","Tue Nov 08 01:50:07 +0000 2016","null","null","Hightstown, NJ"
"BalloutTm","The trunk smelling like skunk","Tue Nov 08 01:50:06 +0000 2016","#718-#845","null","South Blooming Grove, NY"
"mattxsmileaaron","@luisgarcie por qué eres tan hermoso?🤔","Tue Nov 08 01:50:07 +0000 2016","Tijuana, Baja California","null","Tijuana, Baja California"
"WiccanMethusela","@PPact @PaulBegala @CecileRichards @HillaryClinton Still miss Ann, beautiful, fierce spirit.","Tue Nov 08 01:50:06 +0000 2016","Michigan","null","Michigan, USA"
"extra_ordiMARY","2 year old knows best. 3rd party voting is the way to go. Aunt Mimi for president https://t.co/UMRSMaTVNh","Tue Nov 08 01:50:06 +0000 2016","null","null","Maryville, MO"
"vgliatti","@DevolutionMan How funny! My neighbor's granddaughter covered her ears! LOL! @ggindc","Tue Nov 08 01:50:07 +0000 2016","Zephyrhills, FL","null","Florida, USA"
"NevadaCountyWX","Wind 0.0 mph ---. Barometer 30.153 in, Steady. Temperature 55.4 °F. Rain today 0.00 in. Humidity 83%","Tue Nov 08 01:50:07 +0000 2016","Nevada City, California","[object Object]","Grass Valley, CA"
"DogxMommy","Someone pull me out of this depression.","Tue Nov 08 01:50:07 +0000 2016","San Diego, CA","null","San Diego, CA"
"galvan_devin3","Missing Hunans' food right about now! Cannot find a place like it here. One of a kind.. 😕","Tue Nov 08 01:50:01 +0000 2016","Irving, TX","null","Irving, TX"
"sactraffic","Traffic Collision - No Injury: Price Ave at James Way, Mcclellan","Tue Nov 08 01:50:07 +0000 2016","Sacramento, CA","[object Object]","North Highlands, CA"
"heymorgie","so hurt my video didn't save","Tue Nov 08 01:50:07 +0000 2016","Ladera Heights, CA","null","Los Angeles, CA"
"heatherrmonet","Man I'm so dead😂😂😂😂💀💀💀💀😂😂😂😂😂😂😂😂 https://t.co/2bJPcu5Jj4","Tue Nov 08 01:50:07 +0000 2016","null","null","Prairieville, LA"
"cielosoo","Do me a favor save that shit bitchhhhh","Tue Nov 08 01:50:07 +0000 2016","Coming Up","null","North Chicago, IL"
"Xanderrific","@robotronguy hahaha","Tue Nov 08 01:50:07 +0000 2016","Los Angeles, CA","null","Los Angeles, CA"
"CashvilleNole","👏👏👏 https://t.co/pH1jUf4GhZ","Tue Nov 08 01:50:07 +0000 2016","null","null","Franklin, TN"
"cecedouglas","Taurus 😭 this is sooo me 😂 https://t.co/A0ekDOwWqG","Tue Nov 08 01:50:07 +0000 2016","Charleston, SC","null","Fort Mill, SC"
"Konrad757","When she asked me about what I do for a living &amp; I told her I split my time between LA Phoenix &amp; Vegas, I saw the doubt come over her face","Tue Nov 08 01:50:07 +0000 2016","Phoenix, AZ","null","Phoenix, AZ"
"Da_MShark","@CNN @FLOTUS Whooo!!","Tue Nov 08 01:50:07 +0000 2016","Chicago, IL","null","Chicago, IL"
"VolleyballerAZ","@LunaLorexxx it's entirely possible, even probable, that I focus on the wrong things, but that chest of drawers is fabulous!","Tue Nov 08 01:50:07 +0000 2016","Phoenix, AZ","null","Scottsdale, AZ"
"gwondleabout","@carlygee i","Tue Nov 08 01:50:06 +0000 2016","dogaritaville","null","Boston, MA"
"Jaarvidson","#WendyWilliams #KristenDoute  #EllenDegeneres #fox10phoenix ....#WWFD...","Tue Nov 08 01:50:07 +0000 2016","United States","null","Mesa, AZ"
"c21troop","Check out our #listing in #SimiValley #CA  #realestate #realtor https://t.co/yusAl5CDBv https://t.co/9kUi5aOeoR","Tue Nov 08 01:50:06 +0000 2016","Southern California","[object Object]","Simi Valley, CA"
